"Count","Tradelist Count","Name","Edition","Condition","Language","Foil","Tags","Last Modified","Collector Number","Alter","Proxy","Purchase Price"
"1","1","Haven of the Spirit Dragon","afc","Near Mint","English","","","2025-02-16 22:29:52.167000","245","False","False","3.99"
"1","1","Havengul Runebinder","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","101","False","False","0.49"
"1","1","Havoc Festival","rtr","Near Mint","English","","","2025-03-04 03:01:15.437000","166","False","False","0.49"
"1","1","Hazoret's Favor","akh","Near Mint","Spanish","","","2025-03-04 03:01:15.437000","137","False","False","0.49"
"5","5","Healer's Flock","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","16","False","False",""
"1","1","Healing Grace","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DOM-20","False","False","0.35"
"3","3","Heap Gate","clb","Near Mint","Spanish","","","2025-02-16 22:30:08.180000","354","False","False","0.19"
"1","1","Heap Gate","clb","Near Mint","Spanish","foil","","2025-02-16 22:30:08.180000","354","False","False","4.51"
"2","2","Heap Gate","clb","Near Mint","English","","","2025-02-16 22:30:08.180000","354","False","False","0.19"
"3","3","Heart of Kiran","aer","Near Mint","Spanish","","","2025-02-23 15:47:43.267000","153","False","False","0.99"
"1","1","Heart Sliver","tmp","Near Mint","English","","","2025-02-16 22:29:52.167000","182","False","False","1.49"
"1","1","Heartless Act","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","91","False","False","0.35"
"1","1","Heartless Act","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","91","False","False","0.35"
"1","1","Heartless Hidetsugu","bok","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","107","False","False","3.49"
"1","1","Heartstabber Mosquito","zen","Near Mint","English","","","2025-02-16 22:29:52.167000","97","False","False","0.35"
"1","1","Heartwarming Redemption","war","Near Mint","English","","","2025-03-04 03:01:15.437000","199","False","False","0.35"
"1","1","Heat Ray","m15","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","148","False","False","0.35"
"1","1","Heavy Arbalest","som","Near Mint","English","","","2025-02-16 22:29:52.167000","164","False","False","0.35"
"1","1","Heavy Infantry","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","ORI-18","False","False","0.35"
"1","1","Hecteyes","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","103","False","False","0.35"
"1","1","Hedge Shredder","dsk","Near Mint","English","","","2025-04-20 01:45:12.920000","183","False","False","2.79"
"1","1","Hedge Shredder","dsk","Near Mint","Spanish","","","2025-02-26 22:56:15.417000","183","False","False","2.79"
"1","1","Hedron Crawler","ogw","Near Mint","English","","","2025-02-16 22:29:20.027000","164","False","False",""
"1","1","Hedron Detonator","moc","Near Mint","English","","","2025-02-16 22:29:52.167000","118","False","False","2.79"
"2","2","Hedron Scrabbler","zen","Near Mint","English","","","2025-02-16 22:29:52.167000","204","False","False","0.35"
"2","2","Hedron Scrabbler","zen","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","204","False","False","0.35"
"1","1","Heightened Reflexes","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","123","False","False","0.35"
"1","1","Heliod, the Radiant Dawn // Heliod, the Warped Eclipse","mom","Near Mint","English","","","2025-02-16 22:29:52.167000","293","False","False","2.29"
"1","1","Helium Squirter","mm2","Near Mint","English","foil","","2025-02-16 22:29:20.027000","47","False","False",""
"9","9","Hell Mongrel","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","88","False","False",""
"1","1","Hell to Pay","potj","Near Mint","Spanish","foil","","2025-04-20 01:45:12.920000","126p","False","False","1.49"
"1","1","Hellfire Mongrel","zen","Near Mint","English","","","2025-02-16 22:29:52.167000","130","False","False","0.35"
"1","1","Hellkite Hatchling","con","Near Mint","English","","","2025-02-16 22:29:52.167000","111","False","False","0.35"
"2","2","Hellkite Hatchling","con","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","111","False","False","0.35"
"1","1","Hell's Thunder","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","ALA-103","False","False","0.49"
"1","1","Helm of Awakening","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","VIS-145","False","False","1.49"
"1","1","Helm of Awakening","dmr","Near Mint","English","foil","","2025-05-24 13:34:17.540000","379","False","False","1.99"
"1","1","Helm of the Gods","ori","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","230","False","False","4.99"
"1","1","Henry Wu, InGen Geneticist","rex","Near Mint","English","","","2025-06-08 17:41:23.943000","12","False","False","0.59"
"1","1","Herald of Anguish","brc","Near Mint","English","","","2025-05-11 20:52:26.510000","108","False","False","0.99"
"10","10","Herald of Hadar","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","108","False","False","0.35"
"1","1","Herd Baloth","mh2","Near Mint","English","","","2025-05-16 15:20:22.977000","165","False","False",""
"4","4","Hermetic Study","dmr","Near Mint","English","","","2025-02-16 22:30:08.180000","53","False","False","0.03"
"2","2","Hero of Precinct One","rna","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","11","False","False",""
"1","1","Hero of the Games","2x2","Near Mint","English","","","2025-02-16 22:29:20.027000","112","False","False",""
"1","1","Heron of Hope","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","18","False","False","0.35"
"1","1","Hero's Blade","cmm","Near Mint","Spanish","","","2025-03-04 03:01:15.437000","391","False","False","0.35"
"1","1","Hero's Demise","bok","Near Mint","Spanish","","","2025-03-23 19:04:57.050000","68","False","False","0.79"
"1","1","Hero's Downfall","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","120","False","False","0.35"
"4","4","Hezrou // Demonic Stench","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","131","False","False",""
"1","1","Hezrou // Demonic Stench","clb","Near Mint","English","foil","","2025-02-16 22:29:20.027000","131","False","False",""
"2","2","Hezrou // Demonic Stench","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","131","False","False",""
"1","1","Hezrou // Demonic Stench","clb","Near Mint","Spanish","foil","","2025-02-16 22:29:20.027000","131","False","False",""
"1","1","Hibernation Sliver","sth","Good (Lightly Played)","Spanish","","","2025-02-17 00:01:37.300000","128","False","False","0.49"
"1","1","Hidden Stockpile","2xm","Near Mint","English","","","2025-03-04 03:01:15.437000","201","False","False","0.39"
"1","1","Hidden Stockpile","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","AER-129","False","False","0.39"
"4","4","Hidden Strings","q06","Near Mint","English","","","2025-02-16 22:29:20.027000","5","False","False",""
"2","2","Hidetsugu Consumes All // Vessel of the All-Consuming","neo","Near Mint","English","","","2025-06-08 17:41:23.943000","221","False","False","1.29"
"1","1","High Alert","rna","Near Mint","English","","","2025-02-16 22:29:20.027000","182","False","False",""
"1","1","High Fae Negotiator","woe","Near Mint","English","","","2025-02-16 22:30:24.253000","94","False","False","0.03"
"1","1","High Tide","dmr","Near Mint","English","foil","","2025-05-24 13:34:17.540000","54","False","False","2.99"
"1","1","Highland Berserker","zen","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","132","False","False","0.35"
"2","2","Highland Berserker","zen","Near Mint","English","","","2025-02-16 22:29:52.167000","132","False","False","0.35"
"1","1","High-Rise Sawjack","snc","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","150","False","False",""
"1","1","Hijack","kld","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","118","False","False","0.35"
"1","1","Hijack","xln","Near Mint","Spanish","","","2025-03-04 03:01:15.437000","148","False","False","0.35"
"10","10","Hill Giant Herdgorger","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","187","False","False",""
"1","1","Hill Gigas","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","141","False","False","0.35"
"1","1","Hinterland Drake","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","AER-34","False","False","0.35"
"8","8","Hired Hexblade","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","109","False","False","0.35"
"1","1","Hisoka's Defiance","chk","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","67","False","False","0.35"
"1","1","Hissing Iguanar","ala","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","104","False","False","0.35"
"1","1","Hissing Iguanar","2x2","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","113","False","False","0.35"
"2","2","Hissing Iguanar","2x2","Near Mint","English","","","2025-02-16 22:29:52.167000","113","False","False","0.35"
"1","1","Hit the Mother Lode","lci","Near Mint","English","","","2025-04-20 01:45:12.920000","153","False","False","0.49"
"1","1","Hit the Mother Lode","lci","Near Mint","English","foil","","2025-06-08 17:41:23.943000","404","False","False","0.49"
"1","1","Hithlain Knots","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","54","False","False",""
"1","1","Hive of the Eye Tyrant","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","258","False","False",""
"1","1","Hive of the Eye Tyrant","afr","Near Mint","English","","","2025-06-08 17:41:23.943000","355","False","False","1.79"
"1","1","Hoard Hauler","snc","Near Mint","Spanish","foil","","2025-02-16 22:29:20.027000","109","False","False",""
"6","6","Hoard Robber","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","110","False","False","0.35"
"1","1","Hoard Robber","afr","Near Mint","English","foil","","2025-02-16 22:29:52.167000","110","False","False","0.49"
"1","1","Hoarding Broodlord","mom","Near Mint","English","","","2025-04-20 01:45:12.920000","360","False","False","5.49"
"7","7","Hoarding Ogre","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","146","False","False",""
"2","2","Hoarding Ogre","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","181","False","False",""
"2","2","Hoarding Ogre","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","181","False","False",""
"3","3","Hobbit's Sting","ltr","Near Mint","English","","","2025-02-16 22:29:52.167000","20","False","False","0.35"
"1","1","Hobbling Zombie","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","106","False","False","0.35"
"7","7","Hobgoblin Captain","afr","Near Mint","English","","","2025-03-03 00:57:43.660000","148","False","False",""
"1","1","Hogaak, Arisen Necropolis","mh1","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","202","False","False","0.99"
"1","1","Hold for Ransom","snc","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","16","False","False",""
"2","2","Hollowhead Sliver","mh1","Near Mint","English","","","2025-02-16 22:29:52.167000","132","False","False","0.35"
"1","1","Hollowhenge Scavenger","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","188","False","False","0.35"
"2","2","Holy Strength","m11","Near Mint","English","","","2025-02-16 22:29:52.167000","16","False","False","0.35"
"1","1","Holy Strength","8ed","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","24","False","False","0.35"
"1","1","Honden of Life's Web","chk","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","213","False","False","1.99"
"2","2","Honor Guard","10e","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","23","False","False","0.35"
"1","1","Honored Heirloom","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","257","False","False","0.35"
"1","1","Hooded Blightfang","m21","Near Mint","English","","","2025-03-04 03:01:15.437000","104","False","False","0.79"
"1","1","Hope Estheim","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","396","False","False","4.49"
"1","1","Hordeling Outburst","ktk","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","111","False","False","0.79"
"1","1","Horizon Spellbomb","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","165","False","False","0.35"
"1","1","Horn of Valhalla // Ysgard's Call","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","26","False","False",""
"1","1","Horn of Valhalla // Ysgard's Call","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","26","False","False",""
"1","1","Horned Sliver","tmp","Near Mint","English","","","2025-02-16 22:29:52.167000","234","False","False","7.49"
"4","4","Horses of the Bruinen","ltr","Near Mint","English","","","2025-02-16 22:29:20.027000","55","False","False",""
"7","7","Horseshoe Crab","dmr","Near Mint","English","","","2025-02-16 22:30:08.180000","55","False","False","0.04"
"1","1","Horseshoe Crab","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","A25-61","False","False","0.35"
"1","1","Hot Soup","m15","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","219","False","False","0.39"
"1","1","Hot Soup","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M15-219","False","False","0.49"
"1","1","Hound Tamer // Untamed Pup","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","302","False","False","0.35"
"1","1","Hour of Devastation","hou","Near Mint","English","","","2025-02-16 22:29:52.167000","97","False","False","0.69"
"1","1","Hour of Devastation","hou","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","97","False","False","0.69"
"1","1","Hour of Eternity","mic","Near Mint","English","","","2025-02-16 22:29:52.167000","102","False","False","0.49"
"6","6","Hovermyr","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","138","False","False","0.35"
"1","1","Howl from Beyond","4ed","Good (Lightly Played)","Spanish","","","2025-02-16 22:29:52.167000","141","False","False","0.35"
"1","1","Howl from Beyond","dmr","Near Mint","English","foil","","2025-02-16 22:29:52.167000","88","False","False","0.49"
"6","6","Howl from Beyond","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","88","False","False","0.35"
"1","1","Howl of the Hunt","mid","Near Mint","English","","","2025-02-16 22:29:52.167000","188","False","False","0.35"
"1","1","Howlpack Piper // Wildsong Howler","vow","Near Mint","English","","","2025-03-21 22:46:03.253000","392","False","False","2.29"
"1","1","Howlsquad Heavy","dft","Near Mint","English","","","2025-06-08 17:41:23.943000","134","False","False","0.79"
"1","1","Hulking Bugbear","afr","Near Mint","English","","","2025-03-03 00:57:17.823000","149","False","False",""
"1","1","Hulking Cyclops","8ed","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","195","False","False","0.35"
"1","1","Humble","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","EMA-14","False","False","0.35"
"1","1","Humble Defector","c21","Near Mint","English","","","2025-03-04 03:01:15.437000","174","False","False","0.35"
"1","1","Humongulus","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","RNA-41","False","False","0.35"
"1","1","Hundred-Talon Strike","bok","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","8","False","False","0.35"
"1","1","Hunter's Ambush","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M15-180","False","False","0.35"
"3","3","Hunter's Mark","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","188","False","False","0.35"
"4","4","Hunting Pack","mh2","Near Mint","English","","","2025-02-16 22:29:20.027000","284","False","False",""
"1","1","Hurr Jackal","4ed","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","203","False","False","0.49"
"1","1","Hurricane","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","10E-270","False","False","0.49"
"2","2","Hushbringer","eld","Near Mint","English","","","2025-06-10 18:31:06.943000","18","False","False","0.79"
"6","6","Hyalopterous Lemure","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","89","False","False","0.35"
"1","1","Hyena Umbra","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","UMA-21","False","False","1.29"
"1","1","Hyena Umbra","uma","Near Mint","English","","","2025-02-26 22:56:15.417000","21","False","False","0.69"
"1","1","Hypnotic Grifter","snc","Near Mint","Spanish","foil","","2025-02-16 22:29:20.027000","45","False","False",""
"1","1","Hypnotic Siren","jou","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","42","False","False","0.59"
"5","5","Icatian Javelineers","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","9","False","False",""
"1","1","Ice Cage","m12","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","57","False","False","0.35"
"1","1","Ice Magic","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","56","False","False","0.35"
"1","1","Ice Out","pw23","Near Mint","English","","","2025-05-24 13:34:17.540000","7","False","False","0.49"
"1","1","Icebreaker Kraken","khm","Near Mint","Spanish","","","2025-06-08 17:41:23.943000","63","False","False","0.49"
"1","1","Icebreaker Kraken","khm","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","63","False","False","0.59"
"1","1","Icefeather Aven","ktk","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","178","False","False","0.35"
"2","2","Icewind Stalwart","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","27","False","False","0.35"
"3","3","Icewind Stalwart","clb","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","27","False","False","0.35"
"1","1","Ichor Drinker","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","111","False","False","0.49"
"1","1","Ichor Elixir","moc","Near Mint","English","","","2025-02-16 22:29:52.167000","133","False","False","0.49"
"2","2","Ichor Explosion","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","64","False","False","0.35"
"2","2","Ichor Rats","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","67","False","False","2.99"
"1","1","Ichor Shade","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","112","False","False","0.49"
"6","6","Ichor Slick","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","90","False","False","0.35"
"3","3","Ichorclaw Myr","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","166","False","False","1.29"
"1","1","Icingdeath, Frost Tyrant","afr","Near Mint","English","","","2025-06-08 17:41:23.943000","20","False","False","1.79"
"2","2","Icy Manipulator","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","225","False","False","0.35"
"1","1","Icy Manipulator","dmr","Near Mint","English","","","2025-02-16 22:29:52.167000","380","False","False","0.35"
"1","1","Ideas Unbound","sok","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","40","False","False",""
"1","1","Igneous Inspiration","stx","Near Mint","English","","","2025-02-16 22:29:52.167000","107","False","False","0.35"
"1","1","Ignition Team","cns","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","34","False","False","0.49"
"1","1","Ignoble Hierarch","mh2","Near Mint","English","etched","","2025-04-24 02:34:44.070000","414","False","False","2.79"
"1","1","Ill-Gotten Gains","cns","Near Mint","English","","","2025-02-16 22:29:52.167000","114","False","False","0.99"
"1","1","Ill-Tempered Cyclops","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","CN2-166","False","False","0.35"
"1","1","Illuminate History","stx","Near Mint","English","","","2025-06-08 17:41:23.943000","108","False","False","0.49"
"1","1","Illuna, Apex of Wishes","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","300","False","False","0.99"
"3","3","Illusion // Reality","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","213","False","False",""
"2","2","Immolating Glare","ogw","Near Mint","English","","","2025-02-16 22:29:20.027000","20","False","False",""
"6","6","Immolating Souleater","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","139","False","False","0.35"
"1","1","Immolation","4ed","Near Mint","Spanish","","","2025-02-26 22:56:15.417000","204","False","False","0.35"
"1","1","Immolation Shaman","rna","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","106","False","False","0.79"
"1","1","Imoen, Mystic Trickster","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","385","False","False",""
"2","2","Imoen, Mystic Trickster","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","385","False","False",""
"1","1","Imoen, Mystic Trickster","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","77","False","False",""
"1","1","Imoti, Celebrant of Bounty","mul","Near Mint","English","etched","","2025-02-16 22:29:52.167000","108","False","False","0.49"
"5","5","Impaler Shrike","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","36","False","False","0.35"
"1","1","Impassioned Orator","rna","Near Mint","Spanish","","","2025-03-04 03:01:15.437000","12","False","False","0.35"
"1","1","Imperious Perfect","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","CMA-118","False","False","1.29"
"1","1","Imposing Vantasaur","iko","Near Mint","English","","","2025-02-16 22:29:52.167000","17","False","False","0.35"
"2","2","Improvised Armor","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","10","False","False",""
"7","7","Improvised Weaponry","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","150","False","False",""
"8","8","Impulse","dmr","Near Mint","English","","","2025-02-16 22:30:08.180000","56","False","False","0.08"
"2","2","Impulse","dmr","Near Mint","English","","","2025-02-16 22:30:08.180000","287","False","False","0.11"
"1","1","Impulsive Pilferer","cmm","Near Mint","English","","","2025-02-16 22:29:20.027000","234","False","False",""
"1","1","In the Trenches","bro","Near Mint","Spanish","","","2025-06-08 17:41:23.943000","8","False","False","0.99"
"1","1","In the Web of War","plst","Near Mint","English","","","2025-04-20 01:45:12.920000","BOK-108","False","False","0.49"
"2","2","Incinerate","10e","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","213","False","False","0.35"
"1","1","Incriminate","snc","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","84","False","False",""
"2","2","Incubation Druid","rna","Near Mint","English","","","2025-02-16 22:29:20.027000","131","False","False",""
"1","1","Indestructibility","m14","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","23","False","False","1.79"
"1","1","Indulgent Tormentor","m15","Near Mint","English","","","2025-05-11 20:52:26.510000","101","False","False","1.29"
"1","1","Indulgent Tormentor","ima","Near Mint","English","","","2025-03-04 03:01:15.437000","94","False","False","1.49"
"1","1","Inevitable Betrayal","mh2","Near Mint","English","foil","","2025-02-16 22:29:52.167000","390","False","False","1.49"
"2","2","Inevitable Betrayal","mh2","Near Mint","English","","","2025-02-16 22:29:52.167000","390","False","False","1.79"
"1","1","Inferno Fist","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","M15-150","False","False","0.35"
"1","1","Inferno of the Star Mounts","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","151","False","False",""
"1","1","Inferno Trap","zen","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","133","False","False","0.35"
"1","1","Infestation Expert // Infested Werewolf","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","206","False","False","0.35"
"2","2","Infiltration Lens","som","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","167","False","False","1.99"
"1","1","Infinite Obliteration","ori","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","103","False","False","0.49"
"1","1","Inga and Esika","mom","Near Mint","English","","","2025-06-08 17:41:23.943000","229","False","False","1.99"
"1","1","Inga Rune-Eyes","mul","Near Mint","English","foil","","2025-02-16 22:29:52.167000","10","False","False","0.49"
"3","3","Ingenious Artillerist","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","182","False","False",""
"2","2","Ingenious Artillerist","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","182","False","False",""
"1","1","Ingenious Prodigy","woe","Near Mint","Spanish","","","2025-06-08 17:41:23.943000","56","False","False","1.29"
"3","3","Ingenious Smith","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","21","False","False","0.35"
"1","1","Inherited Envelope","ltr","Near Mint","English","foil","","2025-02-16 22:29:20.027000","242","False","False",""
"1","1","Inkfathom Divers","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","DDT-8","False","False","0.35"
"1","1","Inkfathom Infiltrator","plst","Near Mint","English","","","2025-06-08 17:41:23.943000","SHM-167","False","False","0.35"
"1","1","Innocent Blood","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","EMA-94","False","False","0.69"
"1","1","Innocent Traveler // Malicious Invader","vow","Near Mint","English","","","2025-02-16 22:29:52.167000","121","False","False","0.35"
"1","1","Inquisitor's Ox","plst","Near Mint","English","","","2025-02-16 22:29:52.167000","SOI-24","False","False","0.35"
"6","6","Insatiable Souleater","nph","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","140","False","False","0.35"
"1","1","Insidious Will","kld","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","52","False","False","0.79"
"4","4","Insolent Neonate","soi","Near Mint","Spanish","","","2025-04-09 14:44:21.560000","168","False","False","0.35"
"1","1","Insomnia, Crown City","fin","Near Mint","English","foil","","2025-06-28 17:20:53.137000","282","False","False","0.49"
"1","1","Inspired Charge","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","19","False","False","0.49"
"1","1","Inspired Tinkering","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","183","False","False",""
"9","9","Inspiring Bard","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","189","False","False",""
"2","2","Inspiring Leader","clb","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","28","False","False","0.69"
"1","1","Inspiring Leader","clb","Near Mint","English","","","2025-02-16 22:29:52.167000","28","False","False","0.69"
"1","1","Instant Ramen","fin","Near Mint","English","","","2025-06-28 17:20:53.137000","259","False","False","0.35"
"1","1","Instill Infection","mm2","Near Mint","English","","","2025-02-16 22:29:20.027000","85","False","False",""
"2","2","Instrument of the Bards","afr","Near Mint","English","","","2025-02-16 22:29:52.167000","190","False","False","0.49"
"4","4","Insufferable Balladeer","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","184","False","False",""
"2","2","Insufferable Balladeer","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","184","False","False",""
"1","1","Intangible Virtue","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","19","False","False","0.49"
"1","1","Intellect Devourer","clb","Near Mint","Spanish","","","2025-04-20 01:45:12.920000","132","False","False","0.49"
"1","1","Intellect Devourer","clb","Near Mint","English","","","2025-02-16 22:29:20.027000","132","False","False",""
"1","1","Intellect Devourer","clb","Near Mint","English","foil","","2025-02-16 22:29:20.027000","132","False","False",""
"1","1","Intellect Devourer","clb","Near Mint","Spanish","","","2025-02-16 22:29:20.027000","132","False","False",""
"1","1","Interdisciplinary Mascot","mom","Near Mint","English","","","2025-02-16 22:29:52.167000","377","False","False","0.49"
"2","2","Into the Maw of Hell","isd","Near Mint","English","","","2025-02-16 22:29:52.167000","150","False","False","0.35"
"2","2","Intrepid Outlander","afr","Near Mint","English","","","2025-02-16 22:29:20.027000","191","False","False",""
"1","1","Introduction to Annihilation","stx","Near Mint","English","","","2025-02-16 22:29:52.167000","3","False","False","0.35"
"1","1","Invasion of Belenon // Belenon War Anthem","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","20","False","False","0.49"
"1","1","Invasion of Fiora // Marchesa, Resolute Monarch","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","114","False","False","2.49"
"1","1","Invasion of Ixalan // Belligerent Regisaur","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","191","False","False","1.49"
"1","1","Invasion of Kaladesh // Aetherwing, Golden-Scale Flagship","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","234","False","False","0.49"
"1","1","Invasion of Muraganda // Primordial Plasm","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","192","False","False","0.49"
"1","1","Invasion of New Capenna // Holy Frazzle-Cannon","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","238","False","False","0.49"
"1","1","Invasion of Theros // Ephara, Ever-Sheltering","mom","Near Mint","English","","","2025-06-08 17:41:23.943000","23","False","False","0.79"
"1","1","Invasion of Xerex // Vertex Paladin","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","242","False","False","0.49"
"1","1","Invasion of Zendikar // Awakened Skyclave","mom","Near Mint","English","foil","","2025-02-16 22:29:52.167000","194","False","False","1.99"
"1","1","Invasive Species","m15","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","181","False","False","0.35"
"5","5","Inventor's Apprentice","kld","Near Mint","Spanish","","","2025-02-16 22:29:52.167000","120","False","False","0.35"
"1","1","Invigorated Rampage","aer","Near Mint","English","","","2025-02-26 22:56:15.417000","86","False","False","0.35"
"1","1","Invigorating Boon","dmr","Near Mint","English","","","2025-02-16 22:29:20.027000","342","False","False",""
